epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,12.7507,0.70703,1.04288,1.38907,0.06169,0.66667,0.27605,0.14256,2.17292,3.29308,2.51748,0.00076832,0.00076832,0.00076832
42,13.0384,0.9119,1.19303,1.56822,0.06169,0.66667,0.27605,0.14256,2.17292,3.29308,2.51748,0.000786716,0.000786716,0.000786716
43,13.3327,0.641,1.2252,1.58659,0.3362,1,0.83,0.17691,2.28354,3.51106,3.2651,0.000805073,0.000805073,0.000805073
44,13.6141,0.83713,1.07696,1.6582,0.3362,1,0.83,0.17691,2.28354,3.51106,3.2651,0.00082339,0.00082339,0.00082339
45,13.9066,1.04606,1.17823,1.42922,0.70396,1,0.995,0.31664,2.095,3.1841,2.8129,0.000841667,0.000841667,0.000841667
46,14.1915,1.25338,1.06771,1.67563,0.70396,1,0.995,0.31664,2.095,3.1841,2.8129,0.000859905,0.000859905,0.000859905
47,14.4975,0.84985,1.6828,1.67522,0.96956,1,0.995,0.66254,1.15948,2.63001,2.09162,0.000878103,0.000878103,0.000878103
48,14.7889,1.30721,1.2564,1.89415,0.96956,1,0.995,0.66254,1.15948,2.63001,2.09162,0.000896262,0.000896262,0.000896262
49,15.0955,0.75485,0.94425,1.54256,0.93395,1,0.995,0.50926,1.11753,2.61802,1.79871,0.000914381,0.000914381,0.000914381
50,15.3777,1.08073,1.44915,1.69162,0.93395,1,0.995,0.50926,1.11753,2.61802,1.79871,0.00093246,0.00093246,0.00093246
51,15.8191,0.91038,1.2387,1.47915,0.90208,1,0.995,0.54004,1.09221,2.63448,1.89829,0.0009505,0.0009505,0.0009505
52,16.1078,0.68791,1.09902,1.47848,0.90208,1,0.995,0.54004,1.09221,2.63448,1.89829,0.0009685,0.0009685,0.0009685
53,16.3953,0.87871,1.09625,1.3914,0.90208,1,0.995,0.54004,1.09221,2.63448,1.89829,0.000986461,0.000986461,0.000986461
54,16.6956,0.6161,0.99726,1.35204,0.72533,0.90132,0.9125,0.5892,1.08102,2.4954,2.01489,0.00100438,0.00100438,0.00100438
55,16.9742,0.814,0.87849,1.35075,0.72533,0.90132,0.9125,0.5892,1.08102,2.4954,2.01489,0.00102226,0.00102226,0.00102226
56,17.2607,0.96637,1.27248,1.58376,0.72533,0.90132,0.9125,0.5892,1.08102,2.4954,2.01489,0.0010401,0.0010401,0.0010401
57,17.5677,0.8132,1.1527,1.32625,0.71754,0.66667,0.863,0.62336,0.72027,2.37689,1.37075,0.00105791,0.00105791,0.00105791
58,17.8555,0.80916,0.8714,1.21442,0.71754,0.66667,0.863,0.62336,0.72027,2.37689,1.37075,0.00107567,0.00107567,0.00107567
59,18.1298,0.78514,1.07262,1.43271,0.71754,0.66667,0.863,0.62336,0.72027,2.37689,1.37075,0.00109339,0.00109339,0.00109339
60,18.4254,0.94231,0.99689,1.54295,0.98269,1,0.995,0.78557,0.89789,1.64884,1.68337,0.00111108,0.00111108,0.00111108
61,18.8601,0.71823,0.98894,1.27874,0.98269,1,0.995,0.78557,0.89789,1.64884,1.68337,0.00112872,0.00112872,0.00112872
62,19.148,0.80046,1.12462,1.39374,0.98269,1,0.995,0.78557,0.89789,1.64884,1.68337,0.00114632,0.00114632,0.00114632
63,19.4579,0.82739,1.16545,1.26548,0.97825,1,0.995,0.58624,1.38394,1.7532,2.31145,0.00116389,0.00116389,0.00116389
64,19.7422,0.69984,0.94265,1.39477,0.97825,1,0.995,0.58624,1.38394,1.7532,2.31145,0.00118141,0.00118141,0.00118141
65,20.0305,0.82237,1.0035,1.43474,0.97825,1,0.995,0.58624,1.38394,1.7532,2.31145,0.0011989,0.0011989,0.0011989
66,20.3303,0.58483,0.82725,1.25325,0.98392,1,0.995,0.5087,1.96394,1.89676,2.42828,0.00121635,0.00121635,0.00121635
67,20.6097,0.88587,0.93617,1.38242,0.98392,1,0.995,0.5087,1.96394,1.89676,2.42828,0.00123375,0.00123375,0.00123375
68,20.8908,0.8787,0.97393,1.31702,0.98392,1,0.995,0.5087,1.96394,1.89676,2.42828,0.00125112,0.00125112,0.00125112
69,21.183,0.67042,0.97444,1.43508,0.98337,1,0.995,0.56465,1.78855,1.9923,2.16095,0.00126844,0.00126844,0.00126844
70,21.4583,0.76088,0.92012,1.22194,0.98337,1,0.995,0.56465,1.78855,1.9923,2.16095,0.00128573,0.00128573,0.00128573
71,21.8948,0.99716,1.22581,1.63812,0.98337,1,0.995,0.56465,1.78855,1.9923,2.16095,0.00130298,0.00130298,0.00130298
72,22.1937,0.47914,0.90479,1.27156,1,0.60785,0.83,0.39623,1.26145,3.3617,1.42599,0.00132019,0.00132019,0.00132019
73,22.4766,0.63082,0.94157,1.31975,1,0.60785,0.83,0.39623,1.26145,3.3617,1.42599,0.00133736,0.00133736,0.00133736
74,22.7626,1.24722,2.08297,1.79829,1,0.60785,0.83,0.39623,1.26145,3.3617,1.42599,0.00135449,0.00135449,0.00135449
75,23.0616,0.83429,1.0229,1.45189,0.7398,0.95919,0.9125,0.37463,1.51503,2.35945,1.83295,0.00137158,0.00137158,0.00137158
76,23.3442,1.01977,1.30303,1.79571,0.7398,0.95919,0.9125,0.37463,1.51503,2.35945,1.83295,0.00138863,0.00138863,0.00138863
77,23.6278,0.70513,1.02431,1.41169,0.7398,0.95919,0.9125,0.37463,1.51503,2.35945,1.83295,0.00140564,0.00140564,0.00140564
78,23.9193,0.86924,1.12773,1.30028,1,0.98844,0.995,0.33822,1.21556,2.17835,1.62238,0.00142261,0.00142261,0.00142261
79,24.1985,1.02251,1.10607,1.65773,1,0.98844,0.995,0.33822,1.21556,2.17835,1.62238,0.00143954,0.00143954,0.00143954
80,24.4776,0.76869,0.89722,1.35457,1,0.98844,0.995,0.33822,1.21556,2.17835,1.62238,0.00145643,0.00145643,0.00145643
81,24.7801,0.54407,0.85417,1.25763,0.65121,0.66667,0.56708,0.19741,1.46022,2.4286,2.12523,0.00147328,0.00147328,0.00147328
82,25.0517,0.81385,0.9681,1.31168,0.65121,0.66667,0.56708,0.19741,1.46022,2.4286,2.12523,0.00149009,0.00149009,0.00149009
83,25.4855,0.69229,0.8852,1.21704,0.65121,0.66667,0.56708,0.19741,1.46022,2.4286,2.12523,0.00150686,0.00150686,0.00150686
84,25.7753,0.72541,0.8796,1.19724,0.74061,0.33333,0.533,0.21916,1.6799,2.27815,2.52475,0.0015236,0.0015236,0.0015236
85,26.0581,0.56721,1.25013,1.31134,0.74061,0.33333,0.533,0.21916,1.6799,2.27815,2.52475,0.00154029,0.00154029,0.00154029
86,26.3546,0.8829,1.24594,1.6793,0.74061,0.33333,0.533,0.21916,1.6799,2.27815,2.52475,0.00155695,0.00155695,0.00155695
87,26.6399,0.82712,1.00164,1.37385,0.74061,0.33333,0.533,0.21916,1.6799,2.27815,2.52475,0.00157356,0.00157356,0.00157356
88,26.9395,0.87829,1.21714,1.37834,0.8338,0.66667,0.863,0.48875,1.76976,1.96091,2.48843,0.00159013,0.00159013,0.00159013
89,27.2187,0.58329,0.90066,1.26571,0.8338,0.66667,0.863,0.48875,1.76976,1.96091,2.48843,0.00160667,0.00160667,0.00160667
90,27.4983,0.72009,0.97803,1.35901,0.8338,0.66667,0.863,0.48875,1.76976,1.96091,2.48843,0.00162316,0.00162316,0.00162316
91,27.7678,0.92669,1.07974,1.53159,0.8338,0.66667,0.863,0.48875,1.76976,1.96091,2.48843,0.00163962,0.00163962,0.00163962
92,28.0564,0.57873,1.00674,1.26717,0.54666,1,0.64133,0.26079,1.93766,2.99298,2.25216,0.00165604,0.00165604,0.00165604
93,28.4778,0.88738,0.93474,1.55937,0.54666,1,0.64133,0.26079,1.93766,2.99298,2.25216,0.00167241,0.00167241,0.00167241
94,28.7471,1.01762,1.18505,1.56314,0.54666,1,0.64133,0.26079,1.93766,2.99298,2.25216,0.00168875,0.00168875,0.00168875
95,29.0094,0.64893,0.79809,1.20699,0.54666,1,0.64133,0.26079,1.93766,2.99298,2.25216,0.00170505,0.00170505,0.00170505
96,29.2998,0.77713,0.96612,1.42717,0.94901,1,0.995,0.40512,1.65713,1.76606,2.25731,0.00172131,0.00172131,0.00172131
97,29.5833,0.88177,0.83582,1.53377,0.94901,1,0.995,0.40512,1.65713,1.76606,2.25731,0.00173752,0.00173752,0.00173752
98,29.8677,0.87503,1.21855,1.62698,0.94901,1,0.995,0.40512,1.65713,1.76606,2.25731,0.0017537,0.0017537,0.0017537
99,30.1486,0.98248,0.79788,1.60665,0.94901,1,0.995,0.40512,1.65713,1.76606,2.25731,0.00176984,0.00176984,0.00176984
100,30.4485,0.96991,1.14711,1.66656,0.98463,1,0.995,0.62116,1.39906,1.17046,2.30454,0.00178594,0.00178594,0.00178594
101,30.7216,0.50244,0.93041,1.23277,0.98463,1,0.995,0.62116,1.39906,1.17046,2.30454,0.001802,0.001802,0.001802
102,30.9999,0.44166,0.77454,1.23671,0.98463,1,0.995,0.62116,1.39906,1.17046,2.30454,0.00180002,0.00180002,0.00180002
103,31.2733,1.05717,0.99177,1.62446,0.98463,1,0.995,0.62116,1.39906,1.17046,2.30454,0.00179804,0.00179804,0.00179804
104,31.7119,0.8549,1.12411,1.45466,0.98431,1,0.995,0.49999,1.62381,1.54743,3.15849,0.00179606,0.00179606,0.00179606
105,31.985,0.68417,1.13232,1.43167,0.98431,1,0.995,0.49999,1.62381,1.54743,3.15849,0.00179408,0.00179408,0.00179408
106,32.2428,0.77226,0.76986,1.39426,0.98431,1,0.995,0.49999,1.62381,1.54743,3.15849,0.0017921,0.0017921,0.0017921
107,32.523,0.89576,0.86802,1.50095,0.98431,1,0.995,0.49999,1.62381,1.54743,3.15849,0.00179012,0.00179012,0.00179012
108,32.8205,0.63809,1.01346,1.4024,0.98624,1,0.995,0.796,0.69788,1.20295,1.2101,0.00178814,0.00178814,0.00178814
109,33.113,0.9368,0.92452,1.42598,0.98624,1,0.995,0.796,0.69788,1.20295,1.2101,0.00178616,0.00178616,0.00178616
110,33.3945,0.68958,0.93813,1.32114,0.98624,1,0.995,0.796,0.69788,1.20295,1.2101,0.00178418,0.00178418,0.00178418
111,33.6756,0.60266,0.92338,1.38186,0.98624,1,0.995,0.796,0.69788,1.20295,1.2101,0.0017822,0.0017822,0.0017822
112,33.9707,0.69733,0.91208,1.29371,0.97904,1,0.995,0.63172,1.0933,1.11785,2.94291,0.00178022,0.00178022,0.00178022
113,34.2414,0.74303,0.85118,1.47827,0.97904,1,0.995,0.63172,1.0933,1.11785,2.94291,0.00177824,0.00177824,0.00177824
114,34.519,0.78641,0.9673,1.19693,0.97904,1,0.995,0.63172,1.0933,1.11785,2.94291,0.00177626,0.00177626,0.00177626
115,34.9472,0.93708,1.22235,1.5134,0.97904,1,0.995,0.63172,1.0933,1.11785,2.94291,0.00177428,0.00177428,0.00177428
